paragraphs,reference_summary
" Sadaya kalampahan kalayan prayogi ngantos dintên wêkasaning pamiwahan, inggih punika nalika Yudhisthira badhe siniram ing tirta nugraha minăngka pratăndha têtêpipun jumênêng nata. Sarêng Maharsi Naradha aningali sakathahing para narendra ingkang sami angêmpal ing ngriku, kalêmpakan ingkang kaping kalihipun saking pamiwahan wau, panjênênganipun kèngêtan dhatêng cacriyosan bab para dewa ingkang sami manjanma dados manungsa, tuwin Sang Narayana manjanma pribadi, punapadene anggalih manawi Narayana badhe tumuntên anyaponi para ratu pintên-pintên wau. Sang maharsi lênggah kalihan kaèbêkan raos, bilih sadaya sami ringkih, katumusan sayêktos, amargi lajêng kamirêng suwara ingkang mratandhani wiwiting pasulayan agêng. Jalaran Bisma manguwuh para nata, kaaturan argya gêntos-gêntos, urut luhur tuwin sêpuhing kaprabonipun, Yudhisthira matur: ing antawisipun para narendra punika sintên ingkang kaaturan rumiyin. Bisma anudingi Krêsna sarwi ngandika: kang pindha srêngenge ing antaraning sagung kang sumorot, mangkono uga sênêning netyane priyagung iki anèng antaraning para narendra. Mila Sahadewa lajêng angaturakên argya ing Sri Krêsna, sarta lajêng tinampèn. ;","Yudhisthira siniram ing tirta nugraha, Maharsi Naradha ngingali para narendra."
" Ing nalika wau Prabu Sisupala narendra ing praja Cèdhi, jumênêng sarwi anguwus-uwus dhatêng para Pandhawa, sarta nêtah mamakipun Bisma dhatêng kasusilan, mratelakakên manawi Krêsna sanès narendra, ugi sanès ingkang sêpuh piyambak, punapadene sanès guru tuwin pandhita, kapirit saking punapa kemawon, kathah ingkang luhuripun angungkuli Krêsna. Punapa ta darunanipun dene angaturi para narendra, lajêng dipun lingsêmakên sarana anganggêp luhur piyambak dhatêng tiyang sanès narendra. Sisupala mêdal saking papan pambujanan kalihan amêngku duka, katut wingking dening para nata sanès-sanèsipun. Yudhisthira anututi, ngaturi wangsul sarwi angarih-arih, ananging Bisma sarosa amambêngi: sing sapa kang ora nayogyani Kesawa iya pinituwaning jagad, kaluhurake, iku ora prêlu kaarih-arih. Dene patrap sarta wicara arum kêdah kapisungsungakên ingkang sinukci sarta samangke maujud manungsa wontên ing ngriki. Sahadewa manantang dhatêng sintêna kemawon ingkang botên anayogyani Krêsna inggih sudarma sarta guru, kaluhurakên, Nangkula wicantên: sintêna ingkang botên purun angluhurakên Krêsna, kêdah kaanggêp pêjah kemawon, sanadyan tiyang wau taksih ebah, sarta botên parlu dipun ajak rêmbagan  malih.;","Sisupala nguwus-uwus dhatêng Pandhawa, Krêsna ngandharake Sisupala sampun kaping satus kalepatan."
"Ingkang wontên ing pasamuwan agêng wau sami anjêngêr, Sang Bisma lajêng dhawuh dhatêng Yudhisthira ingkang sangêt sumêlang, bilih anggènipun sêsaji botên kalampahan kalayan prayogi, pangandikanipun Sang Bisma: sêgawon saèstu botên sagêd adamêl pêjahing singa. Sri Acisuta,  kaupamèkakên singa tilêm. Sisupala anguwus-uwus dhatêng Sang Bisma malih, sarta lajêng nêdya mrawasa, ananging kanggêg amargi dipun èngêtakên dening Bisma, bilih Sisupala sampun kawêca badhe sirna dening Sri Krêsna, awit saking sêsanggêmaning ibunipun, manawi Sisupala sampun kaping satus anggènipun adamêl kalingsêmanipun Sri Krêsna. Ramening swaranipun ingkang sami rêbat lêrês, sampun kèndêl, wêkasan Sang Bisma pratela malih, manawi Guwinda ingkang kumêdah-kêdah kaaji-aji dening para ratu, sarta nêdha kalêstantuna patrapipun, anantang ingkang agêgaman cakra miwah jala. Punika dipun togna kemawon, jalaran pancèn mangajab enggala pêjah.; ","Sisupala anantang Krêsna, Sri Krêsna ngèsthi cakra, Sisupala karêgêm."
"Bab puniku Sang Bisma ingkang sampun uninga bilih Sisupala sampun wancinipun pêjah dening Sri Krêsna. Ing nalika wau Sisupala anantang Krêsna, ingkang lajêng amangsuli kalayan aris, manawi panyamahipun ingkang sampun tansah kaapuntên, punika anêtêpi sêsanggêmanipun dhatêng ibunipun Sisupala, samangke sampun jangkêp kaping satus, wêngis wangsulanipun Sisupala, Sri Krêsna lajêng angèsthi cakra, wêkasan katingal sampun karêgêm, katamakakên, Sisupala pagas jangganipun, dhawah kadi rêdi sela ingkang kasambêr ing gêlap. Sapêjahipun Sisupala lajêng têntrêm malih, Sri Krêsna ingkang nata supados sêsaji kalampahan samêsthinipun, sarta Yudhisthira kajumênêngakên narendra, nuntên tinampi ing surak mawurahan dening sagung para ratu. Sabibaring pamiwahan, para narendra sami kundur dhatêng prajanipun sowang-sowang. Sri Krêsna ugi nêdya kundur dhatêng Dwaraka, nanging nalika badhe pamitan, Wiyasa dhawuh mêmêca dhatêng Yudhisthira, manawi badhe wontên lêlampahan ingkang kirang prayogi, sarta sirnanipun para satriya amargi saking anggènipun pasulayan. Yudhisthira ingkang nêmbe kajumênêngakên nata sarta manggih kamulyan wau, sirna sadaya raosipun, ingkang kantun amung raos awrating panggalih, tuwin angatos-atos, sampun ngantos angucapakên têtêmbungan ingkang kirang prayogi, supados sampun nêwahakên pasulayan, ingkang dados jalaraning prang.; ","Sri Krêsna ngatur sêsaji, Yudhisthira kajumênêngakên narendra."
"Duryudana botên lajêng kundur, ngantos sawatawis dintên, amriksani suyasa iyasanipun Maya, kairing dening Sangkuni. Ngantos  rambah-rambah Duryudana anggènipun kalingsêman amargi saking pangwasaning Maya. Duryudana lukar pangagêmanipun anggèning badhe langkung wontên palataran kaca, amargi katingal toya, sarta kacêmplung ing talaga kinintên kaca malih. Sirahipun kajèglug ing kontên kaca awit botên angintên bilih mawi inêp kristal, tuwin analusur kontên mênga kinintên manawi minêb.;","Duryudana botên kundur, ngraosaken pangagêman, kacêmplung ing talaga."
"Bima, Arjuna, tuwin Nangkula Sadewa, punapadene para kawula sami gumujêng sora, sarêng priksa Duryudana anggènipun tansah kalintu wau. Duryudana sakalangkung runtik, mila lajêng kondur kalihan meranging galih tuwin sangêt mangunêk-unêk, wêkasan ngantos kalair panggrêsahipun dhatêng kang paman Prabu Sangkuni, narendra ing Gandarapura, sarwi pratela bilih badhe anganyut tuwuh. Pamudalèhipun: manawi kula ningali luhuring kaprabon, agênging kasugihan saha mulyaning sêsajinipun, sintên ta tiyangipun ingkang botên rumaos sangsara, para putranipun Prabu Dritarastra sami amblês, ing măngka putranipun Prita sabên dintên saya andêdêl kaluhuranipun.;","Bima, Arjuna, Nangkula gumujêng sora nalika Duryudana kalintu."
"Prabu Sangkuni mangimur-imur, sarana nyariyosakên alusing pambudidayanipun, manawi Pandhawa botên sagêd risak sarana prang, inggih kêdah asarana cidra. Tuwin lajêng amêmêca: sutanipun  Kunthi punika manahipun rêmên ngabotohan, măngka sayêktosipun pancèn botên sagêd. Mila manawi Yudhisthira katantang botohan, tamtu purunipun, kula sagêd sangêt dhatêng kasukan dhadhu. Dhuh têdhaking Kuru, ing dunya botên wontên tiyang ingkang sagêd ngawonakên kula, malah tribawana pisan, botên wontên ingkang sami kalayan kula. Pramila suwawi kadangua, punapa piyambakipun purun kaajak ngabotohan, manawi purun, tamtu kasoran dening kula, o: nak prabu, kaprabonipun Yudhisthira tamtu kula jarah katur ing paduka, wusana paduka manggih kamulyan, ananging sadaya wau kêdah munjuk kang rama sang prabu, manawi kang rama paring dhawuh dhatêng kula, sampun botên sêmang-sêmang malih, manawi sadaya raja darbèking Pandhawa têlas dening kula.;","Sangkuni nyariyosakên pambudidayanipun, Yudhisthira purun ngabotohan."
"Kalampahanipun Prabu Sangkuni ingkang julig punika matur makatên, amung saking wêlasipun dhatêng putra kapenakan, Gandara lajêng marêk ing ngarsanipun Prabu Dritarastra, angaturakên ngênêsing manahipun Duryudana. Sang prabu lajêng animbali Duryudana, pangandikanipun, supados Duryudana sampun anglajêngakên sêdyanipun ingkang kirang prayogi wau. Ananging Duryudana ingkang sangêt wangkalipun sampun botên keguh, atur wangsulanipun,  bilih piyambakipun rumaos kasoran kasugihan tuwin kaluhuranipun, măngka Sangkuni mrayogèkakên, raja darbèking Pandhawa sagêdipun ngawonakên sarana ngabotohan.;","Prabu Sangkuni, amarga welas marang Duryudana, nyurung Prabu Dritarastra supaya ngetrapake rencana ngabotohan amarga Yudhisthira dirasa luwih sugih lan luhur."
" Prabu Drêtarastra botên sagêd angidèni panyuwunipun Duryudana, sadèrèngipun atêtarosan rumiyin kalihan Widura, mila lajêng utusan animbali kang rayi. Aturipun Duryudana: manawi kang rama botên amarêngakên, piyambakipun badhe anganyut tuwuh, sarta lajêng pratela: manawi kula sampun pêjah, sang prabu, paduka badhe mukti kalihan paman Widura. Sarêng Widura dhatêng Prabu Dritarastra dhawuh, manawi karsanipun badhe angintunakên panantang, dene ingkang piniji kautus dhatêng Pandhawa Widura. Widura kalayan risaking manahipun nêdya pamitan dhatêng Bisma. Ing nalika punika Prabu Dritarastra angarih-arih ingkang putra malih, supados anyandèkna pikajêngipun. Nanging Duryudana puguh, matur kados punapa kasugihanipun tuwin luhuripun Pandhawa, mila piyambakipun sangêt kapengin dhatêng sadaya isèn-isèning kadhaton ingkang sakalangkung anèh punika. Pangandikanipun kang rama: o, gèr, aja amèrèkake Pandhawa, marga sing sapa mèrèn iku salawas-lawase ora tau bêgja, lan tansah sangsara kaya wong kang kalah prang.; ","Duryudana ngancam bakal ngrusak awake yen rencanane ora disetujoni. Prabu Dritarastra, kanthi tekanan, setuju ngirim Widura menyang Pandhawa kanggo tantangan ngabotohan, sanajan ora setuju karo Widura."
" Adhuh putraningsun, melik marang darbèking liyan iku watak asor, kosok baline: sing sapa kang narima sadarbèke dhewe, iku nugraha. Sanadyan kang rama sangêt mambêngi, amargi kagalih kirang prayogi kadadosanipun, ewadene Duryudana lêstantun kêncêng pangangkahipun, minăngka lintuning rinêbat prang, inggih punika rinêbat sarana dhadhu. Prabu Drêtarastra pancèn kirang santosa panggalihipun, lajêng mupus, kagalih manawi pêpasthèn langkung luhur tinimbang punapa kemawon, sarta botên kenging dipun singkiri, kasupèn manawi pêpasthèn punika dumados saking pandamêling manungsa. Kalanipun tiyang taksih gadhah kêkêncêngan, tiyang wau kawasa angewahi pêpasthènipun. Widura wangsul lajêng matur: dhuh ratuning bawana, karsa paduka makatên wau, ulun botên nayogyani, sampun ngantos kalajêngakên, sumêlanging manah ulun, bokbilih adamêl asoring darajadipun băngsa paduka. Sanadyan kados punapa botên condhongipun Widura, ewadene Widura mêksa pangkat ambêkta panantang dhatêng Pandhawa, amung saking angèngêti ingkang dhawuh punika kadangipun sêpuh tur ratunipun.;","Duryudana tetep ngotot main dhadhu meskipun Prabu Dritarastra kuwatir bakal ngrusak bangsa Kuru. Widura, amarga tugas, dipaksa ngundang Pandhawa sanajan ora setuju karo rencana kasebut."
"Sadumugining Kandhawaprastha, Widura sakalangkung risaking panggalih, dene kapêksa andhawuhakên dhatêng Yudhisthira manawi katimbalan kang uwa, dhatêng suyasa ingkang nêmbe kaêdêgakên, prêlu badhe kaajak kasukan dhadhu. Yudhisthira enggal matur, manawi kasukan asring dados dhakdhakaning pasulayan, wêkasan lajêng nyuwun pamrayoginipun kang paman Sang Widura, kadospundi ingkang kêdah linampahan, wangsulanipun kang paman, mênggahing kasukan dhadhu punika witing karisakan, mila kados punapa aturipun murih kaparêngipun Sang Prabu Drêtarastra makatên wau kasandèkakên, ewadene sang prabu mêksa amatah sariranipun manantang. Pangandikanipun Widura: gèr: panêmuku kudu sira lakoni, dhuh sira kang wus ora kasamaran marang kawajibanira, ingsun iya abot bangêt anglakoni ayahan, kang prêlu manantang dhadhu, ananging angèngêti ambêk utamaning kasatriyan, ora kêna selak yèn katantang, sanadyan ingsun, pancèn ora pisan-pisan gêlêm anglakoni ngabotohan, ewadene manawa si kianat Sangkuni nantang ingsun anèng ing pasamuwan, saananing ajang mêsthi dak-ajangi, amarga kaya kang wus padha disumurupi, yèn ing atasing satriya pêrang iku angungkuli pati.;","Widura ngandhani Yudhisthira babagan undhangan Prabu Dritarastra kanggo main dhadhu. Widura ngelingake yen dhadhu minangka wiwitan karusakan, nanging Yudhisthira nampa tantangan amarga kewajiban ksatriya."
"Kanthi risaking panggalih, Prabu Anèm Yudhisthira kalihan para ari tuwin garwanipun pangkat dhatêng têgal kasangsaranipun. Ing têlênging  batosipun Yudhisthira isi watak rêmên ngabotohan, amung kemawon anggung pinambêngan saking sampun sagêd mangrèh dhatêng sariranipun. Para dewa ingkang anggarap murih watakipun ingkang makatên wau sirna, mila badhe paring piwulang awujud kasangsaran inggih punika wohing pandamêlipun ingkang kirang prayogi.;","Yudhisthira tetep duwe sifat seneng ngabotohan, nanging dheweke bisa ngendhaleni awake. Para dewa mutusake kanggo menehi pelajaran liwat kasangsaran minangka akibat saka kekeliruane."
"Sadumugining Astinapura, Yudhisthira sakadangipun kapondhokakên wontên suyasa wêwangunan enggal. Sarêng pasamuwan kaping tiganipun, ingkang sampun têtela badhe dados jalaraning karisakanipun para Pandhawa, sampun samêkta.;","Ing pasamuwan kaping telu ing Astinapura, rencana Sangkuni kanggo ngrusak Pandhawa wis jelas amarga Yudhisthira mlebu jebakan kasebut."
"Prabu Sangkuni ingkang julig sarta culika manawi kasukan dhadhu, manantang dhatêng Yudhisthira, ingkang wangsulanipun kapirêng ing kathah, bilih anggènipun kasukan kêdah lampah salugunipun. Ananging Sangkuni sampun tanpa wirang mangsuli, manawi anggènipun kasukan punika badhe ngangkah mênang, dados manawi Yudhisthira pancèn ajrih, inggih kenging lajêng sumingkir. Amargi Yudhisthira sakalangkung merang mirêngakên pangerang-erang makatên wau, mila lajêng mangsuli, kalihan ngatingalakên kêkêndêlanipun. Manawi kula katantang, mêsthi kula botên badhe mundur, awit punika sêsanggêman satriya. Ananging sintên ta ingkang sagêd angimbangi piyambakipun.;","Sangkuni, dengan licik, menantang Yudhisthira untuk berjudi, dan meskipun Yudhisthira takut kalah, ia tidak mundur karena rasa tanggung jawab sebagai ksatria."
"Duryudana anotohakên raja darbèkipun, nanging kang paman Sangkuni, ingkang kapatah nyêpêngakên anggènipun kasukan, punika botên dados sarjuning panggalihipun Yudhisthira, dene dadak mawi nyaraya tiyang sanès, ingkang makatên anêrak tatacara. Sangkuni enggal angancarani, dhuh sang winasis, punapa paduka kêparêng, dene manawi sampun mirantos, suwawi lajêng dipun wiwiti, nalika wau Widura lumêbêt ing pambujan, andhawuhakên timbalanipun Prabu Drêtrarastra, anyapih ingkang sami kasukan, amargi kasukan punika badhe angrênggangakên supêkêtanipun, adamêl kirang rukun, badhe anjalari kadadosan ingkang anggêgirisi. Ing ngriku lajêng wiwit kasukan dhadhu kalihan mawi totohan agêng, Yudhisthira notohakên sangsangan uncèn-uncèn mutyara. Sangkuni enggal anguncalakên dhadhu, wêkasan ambêngok: aku mênang. Yudhisthira angêtohakên sêsotya nawarêtna sanèsipun, ananging Sangkuni anjêlèh malih, suwawi kapriksanana, kula kang mimpang. Yudhisthira anotohakên rata kaprabon. Sangkuni ingkang cidra pambucaling dhadhunipun, bêngok malih, kula mimpang. Yudhisthira angêtohakên pawèstri tumbasan, inggih kawon malih. Lajêng notohakên rencang tumbasan jalêr, dipăngga paprangan, dalasan gajahipun èstri, rata paprangan sarakitanipun sarta prajurit.;","Duryudana merencanakan dengan licik untuk mengalahkan Pandhawa, namun Yudhisthira menanggapinya dengan keberanian dan tetap berusaha bertahan meskipun taruhan sangat berat."
" Enggalipun raja darbèkipun Pandhawa, katotohakên sadaya gêntos-gêntos ngantos têlas, ing Duryudana ngabotohan kalayan Pandhuputra, sarta sakalangkung bingah, dene mênang, mênangipun wau anjalari pêrang, wasananipun adamêl karisakaning tiyang kathah. Apa sira panuju yèn sira bisa angukup sakèh raja darbèking Pandhawa, luwih bêcik Pandhawa bae kalahna, awit iku luwih aji tinimbang raja darbe, sabên wong wus padha sumurup kapintêrane Suwala  yèn dhadhu. Ratu pagunungan, yèn dhadhu lakune cidra, cikbène dhèwèke bali marang ing ngêndi pinangkane, aja pisan sira amiwiti pasulayan lan têdhake Pandhu. Duryudana sangêt nêpsunipun, sarta angundhat-undhat pilih kasihipun Widura, sanadyan Widura punika suwita ing băngsa Kuru, ewadene niyat ambiyantu Pandhawa. Kalayan têmbung wêngis Duryudana anggènipun angaturi kang paman supados sumingkir, tuwin lajêng anggarapa prakawisipun piyambak. Ucapipun Duryudana: nadyan wong wadon ala, yèn kawêngku ing priya, iya mêsthi abot marang priyane. Kalayan sakalangkung  merang ing panggalih wangsulipun Widura dhatêng ngarsanipun Drêtarastra, sarwi ngaturakên botên pilih kasihipun, Sang Widura ngaturakên kadospundi nêpsunipun Duryudana.; ","Perang besar dimulai setelah Duryudana merasa puas dengan kemenangan awalnya dalam perjudian, meskipun dampaknya adalah penderitaan bagi banyak orang."
"Manawi Duryudana rêmên mirêngakên têmbung pamiluta, punapadene pancèn makatên wêwatakipun, tamtu Duryudana amilih mitra tiyang ingkang asor budinipun, ing pundi-pundia tiyang awon ungêlipun mêsthi sakeca kamirêngakên. Ananging tiyang ingkang purun mungêl sayêktosipun manawi wontên prêlunipun, utawi purun mirêngakên ingkang botên sakeca kamirêngakên, punika awis sangêt. Widura punika têtela kanthinipun sang prabu ingkang rumêksa sayêktos, mila kadugi matur kadospundi prayoginipun, sanadyan aturipun wau dados karênan utawi botên dados rênanipun sang prabu. Widura ambêgipun prayogi, mila sarêng wontên prêlunipun, Widura botên ajrih anglairakên pamrayoginipun, sanadyan aturipun wau botên sakêca kamirêngakên: dhuh susuhunaning bawana, kêparênga angunjuk toya adil, anyingkura tindak pilih kasih, malah panalăngsa, nadyan punika gêtir, pêdhês, botên eca utawi angênêk-ênêki kadosdene jampi, pukulun, amargi manawi kaparêng ngunjuk, paduka badhe manggih kautaman. Sasampunipun matur makatên, Widura lajêng andhingkluk kalayan sangêt karêrantan, kados minăngka pamitipun badhe anilar.;","Duryudana memilih mitra dari orang yang rendah, meskipun dihadapkan dengan pilihan yang sulit. Widura, meskipun tidak sependapat, tetap menegaskan bahwa kebaikan harus ditegakkan tanpa memandang kesulitan, dan kebenaran akan membawa kemenangan."
